1.16667,2,12,10.8333,0.0972222,0.833333,0.583333,7,4,53,24,2,42,18
1.16667,2,12,22.8333,0.0486111,0.833333,0.583333,20,4,39,18,5,34,17
1.25,3,17,39.75,0.0304878,0.75,0.625,26,2,47,21,5,33,17
1.41667,5,27,66.5833,0.0208333,0.583333,0.708333,9,2,46,23,2,46,20
1.41667,5,29,95.5833,0.0146048,0.583333,0.708333,63,1,45,22,2,39,19
1.08333,1,20,115.917,0.00925926,0.916667,0.541667,23,2,37,17,4,50,25
1.25,3,19,134.75,0.00919118,0.75,0.625,68,1,29,16,3,49,22
1.66667,8,27,161.333,0.0102249,0.333333,0.833333,13,2,51,22,2,49,23
1,0,3,165,0.0060241,1,0.5,35,5,52,27,1,57,30
1.16667,2,20,184.833,0.0062724,0.833333,0.583333,78,1,48,24,5,48,25
1.16667,2,18,202.833,0.00571895,0.833333,0.583333,36,6,54,28,4,55,29
1.5,6,25,227.5,0.00655022,0.5,0.75,7,3,48,20,4,42,20
1.58333,7,9,236.417,0.00665266,0.416667,0.791667,21,3,32,17,1,42,19
1.08333,1,15,251.917,0.00428195,0.916667,0.541667,44,1,53,24,2,39,18
1.16667,2,31,282.833,0.00410798,0.833333,0.583333,61,1,55,29,2,51,24
1.25,3,24,306.75,0.00405844,0.75,0.625,87,7,41,22,2,39,18
1.91667,11,59,365.083,0.00522253,0.0833333,0.958333,17,1,58,28,2,58,31
1.08333,1,2,367.917,0.00293586,0.916667,0.541667,16,1,57,27,2,56,27
1.16667,2,33,400.833,0.00290216,0.833333,0.583333,56,3,57,31,3,46,21
1.16667,2,11,411.833,0.00282486,0.833333,0.583333,92,1,50,22,2,58,28
1.16667,2,17,428.833,0.00271318,0.833333,0.583333,1,4,35,16,3,47,22
1.16667,2,30,458.833,0.00253623,0.833333,0.583333,86,2,35,17,2,51,25
1.25,3,9,467.75,0.00266525,0.75,0.625,66,1,46,22,1,48,23
1.66667,8,33,500.333,0.00332005,0.333333,0.833333,5,2,39,19,1,49,23
1.25,3,7,507.75,0.0024558,0.75,0.625,2,3,44,21,4,41,20
1.16667,2,15,522.833,0.00222646,0.833333,0.583333,29,4,54,28,1,41,19
1.16667,2,24,546.833,0.00212895,0.833333,0.583333,76,1,45,20,2,53,27
1.33333,4,41,587.667,0.00226372,0.666667,0.666667,24,7,45,23,2,51,24
1.25,3,10,597.75,0.00208681,0.75,0.625,4,3,42,20,1,51,25
1.33333,4,29,626.667,0.00212314,0.666667,0.666667,89,2,52,27,3,44,20
1.33333,4,19,645.667,0.00206079,0.666667,0.666667,63,1,43,21,1,49,22
1,0,9,655,0.00152439,1,0.5,41,1,52,23,3,46,23
1.41667,5,26,680.583,0.00207722,0.583333,0.708333,62,2,40,18,6,57,29
1.25,3,33,713.75,0.00174825,0.75,0.625,45,2,47,22,5,45,23
1,0,1,715,0.00139665,1,0.5,40,5,44,22,1,42,21
1.08333,1,17,731.917,0.00147794,0.916667,0.541667,9,3,51,26,3,38,18
1.83333,10,39,770.167,0.00237478,0.166667,0.916667,42,2,50,25,4,45,22
1.5,6,5,775.5,0.0019305,0.5,0.75,58,3,31,15,2,36,17
1.25,3,26,801.75,0.00155666,0.75,0.625,40,1,40,19,1,56,29
1.5,6,31,832.5,0.00179856,0.5,0.75,69,3,47,22,3,47,24
1,0,9,842,0.00118624,1,0.5,38,1,41,20,6,49,26
1.75,9,39,880.25,0.00198413,0.25,0.875,31,1,53,24,1,43,21
2,12,26,906,0.00220264,-2.98023e-08,1,36,2,48,23,3,45,20
1.41667,5,33,939.583,0.00150549,0.583333,0.708333,66,5,52,27,3,40,19
1.33333,4,37,976.667,0.00136333,0.666667,0.666667,13,1,52,23,1,42,20
1.41667,5,21,997.583,0.00141808,0.583333,0.708333,33,2,47,22,3,43,19
1.08333,1,20,1017.92,0.00106313,0.916667,0.541667,18,5,52,26,3,42,21
1.25,3,19,1036.75,0.00120424,0.75,0.625,75,2,43,18,5,39,20
1.25,3,11,1047.75,0.00119161,0.75,0.625,33,5,46,22,1,45,23
1.25,3,26,1073.75,0.00116279,0.75,0.625,85,1,46,21,2,37,18
1,0,8,1082,0.000923361,1,0.5,99,1,38,16,2,47,22
1.25,3,17,1098.75,0.00113636,0.75,0.625,73,5,42,22,1,35,17
1.5,6,16,1114.5,0.00134409,0.5,0.75,81,1,42,19,1,34,17
1.16667,2,20,1134.83,0.001027,0.833333,0.583333,80,6,45,24,1,48,23
1.5,6,35,1169.5,0.00128096,0.5,0.75,24,3,41,18,1,51,25
1.33333,4,14,1183.67,0.00112518,0.666667,0.666667,73,1,44,24,2,35,17
1.16667,2,9,1192.83,0.000977108,0.833333,0.583333,18,3,58,32,1,50,25
1.5,6,6,1198.5,0.00125,0.5,0.75,84,1,45,21,2,44,21
1.16667,2,5,1203.83,0.000968188,0.833333,0.583333,74,1,34,16,3,32,16
1.58333,7,19,1222.42,0.00129357,0.416667,0.791667,71,3,35,16,3,41,20
1.41667,5,31,1253.58,0.00112882,0.583333,0.708333,21,3,38,19,2,47,25
1.16667,2,21,1274.83,0.000914316,0.833333,0.583333,14,1,54,28,3,33,17
1.41667,5,16,1290.58,0.00109649,0.583333,0.708333,32,2,40,19,1,40,18
1.33333,4,23,1313.67,0.00101394,0.666667,0.666667,4,1,44,22,3,36,18
1.58333,7,21,1334.42,0.00118513,0.416667,0.791667,74,2,37,17,2,39,19
1,0,15,1350,0.000740192,1,0.5,50,2,40,17,2,56,27
1,0,10,1360,0.000734754,1,0.5,22,1,47,23,3,44,23
1.16667,2,17,1376.83,0.000846638,0.833333,0.583333,58,3,33,16,1,41,20
1.33333,4,23,1399.67,0.000951701,0.666667,0.666667,6,1,30,15,2,48,24
1.91667,11,39,1438.08,0.00133102,0.0833333,0.958333,77,2,44,21,2,54,25
1.66667,8,34,1472.33,0.00113071,0.333333,0.833333,89,2,48,24,2,45,22
1.33333,4,7,1479.67,0.000900293,0.666667,0.666667,50,2,36,16,3,44,20
1.41667,5,23,1502.58,0.000941933,0.583333,0.708333,88,1,34,16,3,50,23
1.08333,1,24,1526.92,0.000708988,0.916667,0.541667,55,1,43,23,3,42,19
1.16667,2,24,1550.83,0.000751718,0.833333,0.583333,58,1,35,16,5,54,26
1.5,6,20,1570.5,0.000954198,0.5,0.75,47,2,45,19,1,50,24
1.08333,1,22,1592.92,0.000679632,0.916667,0.541667,26,1,44,19,2,35,17
1.5,6,20,1612.5,0.000929368,0.5,0.75,62,2,42,20,3,37,17
1.66667,8,40,1652.33,0.00100766,0.333333,0.833333,9,1,49,24,4,46,21
1.41667,5,10,1662.58,0.000851362,0.583333,0.708333,54,3,40,19,2,36,17
1.16667,2,28,1690.83,0.000689519,0.833333,0.583333,97,3,41,20,2,58,31
1.41667,5,26,1716.58,0.000824602,0.583333,0.708333,52,1,43,20,4,53,26
1.41667,5,40,1756.58,0.00080584,0.583333,0.708333,49,2,48,22,1,49,24
1.41667,5,25,1781.58,0.000794541,0.583333,0.708333,88,3,36,17,1,48,21
1.83333,10,15,1796.17,0.00101965,0.166667,0.916667,57,1,46,21,2,44,19
1.33333,4,29,1825.67,0.000729794,0.666667,0.666667,49,1,45,20,3,41,19
1.16667,2,18,1843.83,0.00063234,0.833333,0.583333,21,2,35,17,1,50,22
1.08333,1,15,1858.92,0.000582437,0.916667,0.541667,46,6,48,25,2,46,22
1.25,3,18,1876.75,0.000665602,0.75,0.625,72,1,35,17,1,55,28
1.25,3,41,1917.75,0.000651381,0.75,0.625,29,2,50,25,2,46,24
1.08333,1,29,1946.92,0.000556126,0.916667,0.541667,58,2,36,17,2,48,23
1.25,3,11,1957.75,0.000638081,0.75,0.625,40,1,42,20,1,50,25
1.08333,1,14,1971.92,0.000549079,0.916667,0.541667,19,1,49,21,1,42,20
1.58333,7,5,1976.42,0.000800472,0.416667,0.791667,40,2,39,18,3,33,17
1.33333,4,19,1995.67,0.000667668,0.666667,0.666667,98,3,35,17,1,46,24
1.5,6,47,2042.5,0.000733855,0.5,0.75,66,3,46,22,2,57,30
1.08333,1,7,2049.92,0.000528198,0.916667,0.541667,22,2,44,20,3,38,18
1.41667,5,33,2082.58,0.000679782,0.583333,0.708333,57,1,44,21,3,45,20
1.16667,2,15,2097.83,0.00055582,0.833333,0.583333,94,3,38,18,2,46,24
1.66667,8,13,2110.33,0.000789141,0.333333,0.833333,50,1,39,16,1,43,20
