1.58333,7,5,3.41667,0.316667,0.416667,0.791667,64,-1,39,18,-1,38,17
1.58333,7,42,45.4167,0.0336879,0.416667,0.791667,64,-1,45,23,-1,56,26
1.33333,4,8,53.6667,0.0242424,0.666667,0.666667,64,-1,40,18,-1,38,19
1.33333,4,26,79.6667,0.0164609,0.666667,0.666667,64,-1,52,25,-1,39,19
1.08333,1,12,91.9167,0.0116487,0.916667,0.541667,64,-1,42,17,-1,45,22
1.58333,7,9,100.417,0.0155229,0.416667,0.791667,64,-1,34,16,-1,47,20
1.41667,5,29,129.583,0.0108142,0.583333,0.708333,64,-1,43,21,-1,43,21
1.66667,8,19,148.333,0.0111111,0.333333,0.833333,64,-1,45,22,-1,38,20
1.41667,5,13,161.583,0.00869121,0.583333,0.708333,64,-1,36,17,-1,53,24
1.25,3,16,177.75,0.00698324,0.75,0.625,64,-1,43,20,-1,33,17
1.83333,10,10,187.167,0.00970018,0.166667,0.916667,64,-1,41,18,-1,35,16
1.41667,5,31,218.583,0.00643939,0.583333,0.708333,64,-1,53,25,-1,51,26
1.16667,2,28,246.833,0.0047043,0.833333,0.583333,64,-1,48,23,-1,58,31
1.25,3,20,266.75,0.00466418,0.75,0.625,64,-1,43,20,-1,51,26
1.25,3,26,292.75,0.0042517,0.75,0.625,64,-1,49,23,-1,46,23
1.33333,4,30,322.667,0.00411523,0.666667,0.666667,64,-1,57,30,-1,46,19
1.33333,4,50,372.667,0.00356506,0.666667,0.666667,64,-1,54,26,-1,55,25
1.16667,2,19,391.833,0.00296862,0.833333,0.583333,64,-1,36,16,-1,44,19
1.08333,1,30,421.917,0.00256107,0.916667,0.541667,64,-1,37,17,-1,48,24
1,0,30,452,0.00220751,1,0.5,64,-1,44,22,-1,58,29
1.08333,1,18,469.917,0.00230007,0.916667,0.541667,64,-1,40,20,-1,48,22
1.58333,7,29,498.417,0.00316667,0.416667,0.791667,64,-1,46,22,-1,38,18
1.41667,5,28,526.583,0.00268308,0.583333,0.708333,64,-1,41,17,-1,52,23
1.25,3,26,552.75,0.00225632,0.75,0.625,64,-1,38,19,-1,47,22
1.08333,1,5,557.917,0.00193798,0.916667,0.541667,64,-1,40,19,-1,44,23
1.41667,5,27,584.583,0.00241752,0.583333,0.708333,64,-1,33,15,-1,57,27
1.16667,2,44,628.833,0.00185185,0.833333,0.583333,64,-1,51,25,-1,48,23
1.75,9,16,644.25,0.00270898,0.25,0.875,64,-1,36,17,-1,42,21
1.33333,4,16,660.667,0.0020141,0.666667,0.666667,64,-1,37,16,-1,42,22
1.33333,4,38,698.667,0.00190476,0.666667,0.666667,64,-1,47,20,-1,50,24
1.08333,1,6,704.917,0.00153447,0.916667,0.541667,64,-1,37,15,-1,42,18
1,0,2,707,0.00141243,1,0.5,64,-1,56,27,-1,57,29
1.33333,4,27,733.667,0.00181406,0.666667,0.666667,64,-1,31,16,-1,51,25
1.58333,7,31,764.417,0.00206701,0.416667,0.791667,64,-1,44,20,-1,47,23
1.25,3,26,790.75,0.00157828,0.75,0.625,64,-1,48,24,-1,38,18
1.08333,1,16,806.917,0.00134076,0.916667,0.541667,64,-1,58,28,-1,45,22
1.16667,2,19,825.833,0.00141072,0.833333,0.583333,64,-1,42,20,-1,52,23
1.33333,4,41,866.667,0.0015361,0.666667,0.666667,64,-1,55,30,-1,49,23
1.41667,5,31,897.583,0.00157583,0.583333,0.708333,64,-1,51,23,-1,39,19
1.41667,5,25,922.583,0.00153319,0.583333,0.708333,64,-1,37,17,-1,52,26
1.33333,4,3,925.667,0.00143833,0.666667,0.666667,64,-1,47,20,-1,43,19
1.25,3,28,953.75,0.0013089,0.75,0.625,64,-1,43,21,-1,46,21
1.25,3,22,975.75,0.00127943,0.75,0.625,64,-1,46,19,-1,54,28
1.08333,1,7,982.917,0.00110095,0.916667,0.541667,64,-1,46,22,-1,57,27
1.41667,5,19,1001.58,0.00141243,0.583333,0.708333,64,-1,40,19,-1,53,27
1.08333,1,15,1016.92,0.00106418,0.916667,0.541667,64,-1,43,18,-1,57,29
1.5,6,7,1023.5,0.00146341,0.5,0.75,64,-1,34,17,-1,37,17
1.33333,4,18,1041.67,0.00127836,0.666667,0.666667,64,-1,46,23,-1,37,17
2,12,46,1087,0.00183655,-2.98023e-08,1,64,-1,51,23,-1,54,29
1.08333,1,28,1115.92,0.00096986,0.916667,0.541667,64,-1,54,28,-1,42,19
1.58333,7,34,1149.42,0.00137562,0.416667,0.791667,64,-1,51,25,-1,53,28
1.16667,2,24,1173.83,0.000992908,0.833333,0.583333,64,-1,51,23,-1,41,20
1.16667,2,19,1192.83,0.000977108,0.833333,0.583333,64,-1,37,19,-1,43,18
1.16667,2,11,1203.83,0.000968188,0.833333,0.583333,64,-1,37,16,-1,37,18
1.66667,8,3,1206.33,0.00137969,0.333333,0.833333,64,-1,40,18,-1,43,19
1.16667,2,18,1224.83,0.000951604,0.833333,0.583333,64,-1,48,24,-1,47,21
1,0,9,1234,0.000809717,1,0.5,64,-1,37,17,-1,44,21
1.25,3,18,1251.75,0.000997606,0.75,0.625,64,-1,49,23,-1,35,16
1.16667,2,15,1266.83,0.000920084,0.833333,0.583333,64,-1,34,17,-1,38,17
1.66667,8,38,1304.33,0.00127616,0.333333,0.833333,64,-1,47,22,-1,46,24
1.41667,5,27,1331.58,0.00106277,0.583333,0.708333,64,-1,32,15,-1,58,28
1.5,6,32,1363.5,0.0010989,0.5,0.75,64,-1,46,24,-1,42,20
1.33333,4,38,1401.67,0.000950345,0.666667,0.666667,64,-1,53,27,-1,40,19
1.58333,7,31,1432.42,0.00110414,0.416667,0.791667,64,-1,39,19,-1,49,23
1,0,1,1434,0.000696864,1,0.5,0,-1,0,0,-1,0,0
1.5,6,19,1452.5,0.00103164,0.5,0.75,64,-1,45,21,-1,49,21
1.08333,1,19,1471.92,0.000735461,0.916667,0.541667,64,-1,49,23,-1,49,24
1.25,3,22,1493.75,0.00083612,0.75,0.625,64,-1,38,18,-1,50,23
1.83333,10,15,1508.17,0.00121413,0.166667,0.916667,64,-1,42,20,-1,36,16
1.58333,7,10,1518.42,0.00104167,0.416667,0.791667,64,-1,33,17,-1,35,16
1.25,3,29,1547.75,0.000806972,0.75,0.625,64,-1,41,19,-1,45,24
1.33333,4,26,1573.67,0.000846561,0.666667,0.666667,64,-1,46,21,-1,39,18
1.41667,5,32,1605.58,0.00088156,0.583333,0.708333,64,-1,46,22,-1,53,25
1.25,3,19,1624.75,0.000768758,0.75,0.625,64,-1,36,17,-1,59,28
1.5,6,11,1635.5,0.00091631,0.5,0.75,64,-1,45,21,-1,41,20
1.08333,1,10,1645.92,0.000657762,0.916667,0.541667,64,-1,46,23,-1,49,24
1,0,16,1662,0.000601323,1,0.5,64,-1,43,19,-1,59,32
1.16667,2,20,1681.83,0.000693207,0.833333,0.583333,64,-1,40,20,-1,55,26
1.16667,2,12,1693.83,0.000688299,0.833333,0.583333,64,-1,55,27,-1,43,21
1.41667,5,33,1726.58,0.00081983,0.583333,0.708333,64,-1,58,31,-1,50,22
1.25,3,32,1758.75,0.000710227,0.75,0.625,64,-1,45,21,-1,46,24
1.16667,2,6,1764.83,0.000660627,0.833333,0.583333,64,-1,42,19,-1,48,24
1.25,3,21,1785.75,0.000699496,0.75,0.625,64,-1,44,20,-1,40,20
1.58333,7,35,1820.42,0.000869008,0.416667,0.791667,64,-1,40,16,-1,54,27
1,0,14,1835,0.000544662,1,0.5,64,-1,51,25,-1,42,21
1.41667,5,32,1866.58,0.000758387,0.583333,0.708333,64,-1,37,15,-1,54,29
1.58333,7,46,1912.42,0.000827238,0.416667,0.791667,64,-1,43,22,-1,58,31
1.41667,5,36,1948.58,0.000726496,0.583333,0.708333,64,-1,40,18,-1,55,25
1.5,6,21,1969.5,0.000761035,0.5,0.75,64,-1,38,16,-1,58,29
1.16667,2,15,1984.83,0.000587445,0.833333,0.583333,64,-1,41,19,-1,37,17
1.41667,5,34,2018.58,0.00070132,0.583333,0.708333,64,-1,44,23,-1,45,23
1.41667,5,24,2042.58,0.000693085,0.583333,0.708333,64,-1,55,28,-1,44,19
1.58333,7,40,2082.42,0.000759757,0.416667,0.791667,64,-1,48,22,-1,51,24
1.25,3,20,2102.75,0.000594106,0.75,0.625,64,-1,45,20,-1,34,17
1.25,3,5,2107.75,0.000592698,0.75,0.625,64,-1,45,20,-1,46,22
1.25,3,23,2130.75,0.000586304,0.75,0.625,64,-1,52,23,-1,51,25
1.16667,2,14,2144.83,0.000543647,0.833333,0.583333,64,-1,40,16,-1,51,24
1.25,3,8,2152.75,0.000580316,0.75,0.625,64,-1,36,17,-1,35,18
1.25,3,25,2177.75,0.000573658,0.75,0.625,64,-1,44,21,-1,39,20
1.33333,4,25,2202.67,0.000604961,0.666667,0.666667,64,-1,55,29,-1,36,18
