1.66667,8,44,42.3333,0.0378788,0.333333,0.833333,51,3,49,23,1,51,24
1.16667,2,6,48.8333,0.0233333,0.833333,0.583333,6,2,44,21,3,45,20
1.08333,1,18,66.9167,0.0159314,0.916667,0.541667,43,1,51,24,2,39,19
1.33333,4,21,87.6667,0.0149813,0.666667,0.666667,27,2,43,23,2,40,20
1.33333,4,23,110.667,0.0119048,0.666667,0.666667,6,2,40,20,3,40,18
1.58333,7,27,137.417,0.0113909,0.416667,0.791667,86,2,41,20,2,47,24
1.75,9,19,156.25,0.0110759,0.25,0.875,1,2,42,20,1,40,19
1.25,3,6,162.75,0.00762195,0.75,0.625,15,2,37,18,2,37,17
1.41667,5,22,184.583,0.00761649,0.583333,0.708333,75,3,40,22,2,42,21
1.33333,4,12,196.667,0.00673401,0.666667,0.666667,83,3,43,22,2,35,17
1.66667,8,36,232.333,0.00712251,0.333333,0.833333,72,2,44,20,1,48,22
1.16667,2,27,259.833,0.00446999,0.833333,0.583333,84,1,51,25,1,46,21
1.41667,5,34,293.583,0.00480226,0.583333,0.708333,17,2,52,24,2,40,19
1.33333,4,11,304.667,0.0043573,0.666667,0.666667,47,1,44,22,3,44,21
1.33333,4,13,317.667,0.00417973,0.666667,0.666667,76,3,44,21,3,36,16
1.25,3,20,337.75,0.00368732,0.75,0.625,7,2,37,18,3,55,27
1.75,9,25,362.25,0.00480769,0.25,0.875,72,1,41,18,2,40,18
1.58333,7,31,393.417,0.00400844,0.416667,0.791667,12,2,54,24,3,33,15
1.16667,2,10,403.833,0.00288066,0.833333,0.583333,38,1,40,18,1,40,17
1.58333,7,25,428.417,0.00368217,0.416667,0.791667,11,2,49,23,1,34,16
1.58333,7,13,441.417,0.00357412,0.416667,0.791667,26,5,38,18,2,42,18
1.58333,7,15,456.417,0.00345706,0.416667,0.791667,36,1,37,20,2,55,27
1.41667,5,34,490.583,0.0028794,0.583333,0.708333,30,3,49,21,1,59,30
1.41667,5,22,512.583,0.00275616,0.583333,0.708333,50,2,33,17,3,45,23
1.75,9,31,543.25,0.00321101,0.25,0.875,62,2,53,28,3,35,16
1.33333,4,31,574.667,0.00231481,0.666667,0.666667,16,2,41,19,4,46,20
1.33333,4,18,592.667,0.00224467,0.666667,0.666667,55,2,39,19,1,38,19
1.08333,1,19,611.917,0.00176726,0.916667,0.541667,3,2,44,23,2,56,28
1.41667,5,25,636.583,0.00222048,0.583333,0.708333,84,2,52,25,3,49,24
1.33333,4,27,663.667,0.00200501,0.666667,0.666667,17,2,56,26,4,49,22
1.58333,7,27,690.417,0.00228805,0.416667,0.791667,12,2,52,23,2,53,25
1.66667,8,10,700.333,0.00237417,0.333333,0.833333,50,2,34,17,1,39,18
1.58333,7,31,731.417,0.00216007,0.416667,0.791667,85,3,50,26,2,46,20
1,0,19,751,0.00132979,1,0.5,76,5,50,25,5,48,24
1.5,6,27,777.5,0.00192555,0.5,0.75,49,2,45,22,2,40,19
1.5,6,28,805.5,0.00185874,0.5,0.75,94,6,50,27,2,37,18
1.25,3,17,822.75,0.00151699,0.75,0.625,21,1,36,19,1,46,19
1.25,3,19,841.75,0.0014828,0.75,0.625,86,1,44,21,2,40,17
