1.71429,10,41,39.2857,0.0418118,0.285714,0.857143,88,1,48,21,2,53,26
1.28571,4,42,81.7143,0.0154905,0.714286,0.642857,82,1,50,29,2,58,30
1.5,7,45,126.5,0.0117188,0.5,0.75,16,2,58,30,3,48,19
1.07143,1,19,145.929,0.00728863,0.928571,0.535714,78,2,43,21,2,48,20
1.64286,9,27,172.357,0.00944171,0.357143,0.821429,75,3,48,21,3,39,19
1,0,32,205,0.00485437,1,0.5,52,2,49,27,3,61,32
1.28571,4,18,222.714,0.0057398,0.714286,0.642857,24,3,35,16,2,44,22
1.35714,5,42,264.643,0.00510204,0.642857,0.678571,94,3,53,26,5,48,23
1.14286,2,40,304.857,0.00373483,0.857143,0.571429,56,1,54,26,2,47,20
1.28571,4,31,335.714,0.00381518,0.714286,0.642857,18,4,56,27,4,43,19
1,0,16,352,0.00283286,1,0.5,62,1,39,17,3,46,21
1.5,7,23,374.5,0.00398936,0.5,0.75,67,1,55,25,2,33,15
1.14286,2,25,399.857,0.00285002,0.857143,0.571429,40,1,40,20,1,42,18
1.28571,4,17,416.714,0.00307587,0.714286,0.642857,15,1,52,24,1,43,19
1.57143,8,33,449.429,0.00348432,0.428571,0.785714,84,2,44,23,3,38,18
1.21429,3,10,459.786,0.00263403,0.785714,0.607143,13,1,51,23,1,42,17
1.14286,2,1,460.857,0.00247372,0.857143,0.571429,2,2,56,28,3,57,29
1.57143,8,19,479.429,0.003267,0.428571,0.785714,14,3,41,22,2,31,16
1.64286,9,30,509.357,0.00321498,0.357143,0.821429,61,3,52,24,1,54,25
1.5,7,12,521.5,0.00286807,0.5,0.75,59,4,41,23,2,40,16
1.35714,5,26,547.643,0.00247203,0.642857,0.678571,45,2,42,20,8,48,25
1.28571,4,8,555.714,0.00230828,0.714286,0.642857,71,2,43,19,4,37,17
1.07143,1,6,561.929,0.00190307,0.928571,0.535714,49,5,48,23,1,50,24
1.14286,2,22,583.857,0.0019536,0.857143,0.571429,47,3,33,17,2,51,21
1.28571,4,19,602.714,0.00212867,0.714286,0.642857,34,1,36,17,2,43,20
1.14286,2,19,621.857,0.00183444,0.857143,0.571429,12,3,39,18,3,43,20
1.57143,8,35,656.429,0.00238819,0.428571,0.785714,31,4,60,30,1,35,17
1.21429,3,27,683.786,0.00177268,0.785714,0.607143,58,3,54,28,2,46,23
1.64286,9,39,722.357,0.00226914,0.357143,0.821429,80,1,43,24,1,45,23
1.07143,1,22,744.929,0.00143623,0.928571,0.535714,43,3,46,20,2,36,18
